,order_status,payment_type,review_score,price,product_photos_qty,time_different_hour,delivered_on_time,delivered_hour,delivered_season,seller_count
67,0,1,1,3,1,1,0,2,0,3
68,0,1,1,3,1,1,0,2,0,3
69,0,1,1,3,1,1,0,4,0,3
70,0,1,1,3,1,1,0,3,1,3
71,0,1,1,2,1,1,0,2,1,3
72,0,1,0,3,1,1,0,3,1,3
73,0,3,0,3,1,8,0,2,1,3
74,0,1,0,3,1,8,0,2,1,3
75,0,2,0,4,1,4,0,3,1,3
76,0,1,0,3,1,1,0,2,1,3
77,0,2,0,2,1,6,0,3,0,3
78,0,1,0,3,1,1,0,3,1,3
79,0,4,0,3,1,1,0,3,1,3
80,0,1,1,2,1,1,0,2,0,3
81,0,1,0,3,1,1,0,3,1,3
82,0,1,0,3,1,1,0,2,1,3
83,0,1,0,2,1,2,0,2,1,3
84,0,1,0,3,1,1,0,2,1,3
85,0,1,0,3,1,1,0,2,0,3
86,0,1,0,3,1,1,0,4,0,3
87,0,2,1,3,1,4,0,2,1,3
88,0,2,1,3,1,5,0,3,1,3
89,0,2,0,3,1,5,0,3,1,3
90,0,2,0,2,1,7,0,2,0,3
91,0,1,0,3,1,1,0,2,1,3
92,0,2,1,2,1,1,0,2,0,3
93,0,2,1,2,1,1,0,2,0,3
94,0,1,0,3,1,1,0,3,1,3
95,0,2,0,3,1,8,0,2,1,3
96,0,1,0,2,1,1,0,2,1,3
97,0,1,1,3,1,1,1,2,1,3
98,0,1,0,2,1,1,0,4,0,6
99,0,3,0,2,2,5,0,2,1,6
100,0,3,1,2,3,1,0,2,1,6
101,0,1,1,2,3,1,0,2,1,6
102,0,3,0,2,2,3,0,1,1,6
103,0,1,0,2,2,1,0,3,1,6
104,0,3,0,2,1,2,0,2,1,6
105,0,3,0,2,1,2,0,2,1,6
106,0,1,0,2,1,1,1,2,0,6
107,0,1,0,2,2,1,0,3,1,6
108,0,1,0,2,1,1,0,2,0,6
109,0,1,1,1,1,1,0,2,0,6
110,0,1,0,2,3,1,0,2,0,6
111,0,2,0,2,2,8,0,2,1,6
112,0,1,0,2,2,1,0,4,0,6
113,0,1,0,2,3,4,0,4,0,6
114,0,2,0,2,3,8,0,2,1,6
115,0,1,0,2,1,5,0,4,1,6
116,0,2,0,1,1,4,0,2,1,6
117,0,1,0,2,1,5,0,2,1,6
118,0,1,0,2,1,1,0,3,1,6
119,0,1,0,2,3,5,0,3,0,6
120,0,1,1,2,3,1,0,3,1,6
121,0,1,0,2,3,1,0,4,1,6
122,0,1,0,1,1,1,1,3,0,6
123,0,1,1,2,2,1,0,1,0,6
124,0,1,0,2,3,1,0,2,0,6
125,0,1,0,2,3,1,0,2,0,6
126,0,1,1,2,3,2,1,2,0,6
127,0,1,0,2,1,1,0,4,1,6
128,0,2,1,1,1,8,1,4,1,6
129,0,2,0,2,2,8,0,4,0,6
130,0,1,0,1,1,1,0,4,0,6
131,0,3,1,2,1,1,1,4,0,6
132,0,1,1,2,1,1,1,4,0,6
133,0,1,1,2,1,1,1,2,0,6
134,0,1,1,2,1,1,1,2,0,6
135,0,1,1,2,3,1,0,4,0,6
136,0,1,0,2,3,1,1,2,0,6
137,0,1,0,2,2,1,0,1,1,6
138,0,2,0,1,1,3,0,3,1,6
139,0,1,0,2,2,1,0,2,1,6
140,0,1,0,1,1,1,0,3,0,6
141,0,1,0,2,3,2,0,2,0,6
142,0,1,0,1,1,1,0,4,1,6
143,0,2,1,2,2,8,0,2,0,6
144,0,1,0,1,1,1,0,3,1,6
145,0,3,0,1,1,1,0,3,1,6
146,0,1,0,1,1,1,0,2,0,6
147,0,3,1,2,2,5,0,2,1,6
148,0,1,0,2,3,1,0,4,0,6
149,0,1,0,2,1,1,0,4,0,6
150,0,2,0,1,1,8,0,3,0,6
151,0,2,0,1,1,8,0,3,0,6
152,0,1,0,2,2,1,0,4,0,6
153,0,1,0,1,1,1,0,1,1,6
154,0,1,0,2,1,1,0,2,1,6
155,0,1,0,2,1,1,0,3,0,6
156,0,2,0,2,3,7,0,3,1,6
157,0,1,0,2,2,1,0,2,1,6
158,0,1,0,2,2,1,0,1,1,6
159,0,1,0,2,3,1,0,3,1,6
160,0,1,0,2,1,1,0,4,1,6
161,0,2,0,1,1,8,0,2,0,6
162,0,1,1,2,1,1,0,2,1,6
163,0,2,0,2,1,8,0,3,0,6
164,0,2,0,2,1,6,0,4,0,6
165,0,2,0,1,2,7,0,4,0,6
166,0,1,1,2,2,1,0,2,0,6
167,0,1,0,2,1,1,0,4,0,6
168,0,1,0,2,2,1,0,2,1,6
169,0,2,1,2,2,4,0,1,1,6
170,0,1,0,2,3,5,0,4,0,6
171,0,2,1,1,1,5,1,3,1,6
172,0,1,0,2,1,1,0,2,1,6
173,0,1,0,2,2,5,0,2,1,6
174,0,1,0,1,2,1,0,3,0,6
175,0,1,1,1,1,1,0,3,1,6
176,0,1,1,2,3,1,0,4,1,6
177,0,1,0,2,1,1,0,2,0,6
178,0,3,0,1,2,1,0,3,1,6
179,0,1,0,1,2,1,0,3,1,6
180,0,1,0,1,1,1,0,1,1,6
181,0,2,0,2,3,8,0,3,0,6
182,0,1,0,2,4,1,0,2,0,6
183,0,1,0,2,3,8,0,4,0,6
184,0,1,0,3,1,1,1,2,0,6
185,0,1,1,2,2,1,0,4,0,6
186,0,2,1,2,1,4,1,2,1,6
187,0,1,0,2,3,2,0,3,1,6
188,0,1,0,2,2,2,0,2,0,6
189,0,1,0,2,3,3,0,4,1,6
190,0,1,0,2,3,1,0,2,1,6
191,0,1,0,2,2,2,1,2,0,6
192,0,3,0,2,2,1,0,3,1,6
193,0,3,0,2,2,1,0,3,1,6
194,0,1,0,2,2,1,0,3,1,6
195,0,2,0,2,1,8,0,3,0,6
196,0,1,0,1,1,1,0,3,1,6
197,0,1,0,2,4,1,0,4,1,6
198,0,1,0,2,2,1,0,2,0,6
199,0,1,0,2,3,1,0,2,1,6
200,0,2,1,2,1,6,0,2,0,6
201,0,1,1,2,3,2,0,1,0,6
202,0,1,1,2,2,2,0,1,0,6
203,0,2,0,2,1,6,0,2,0,6
204,0,2,0,1,1,4,0,2,0,6
205,0,1,1,2,2,1,1,4,0,6
206,0,2,0,2,2,3,0,4,0,6
207,0,1,0,2,3,1,0,3,1,6
208,0,1,0,2,2,1,0,3,1,6
209,0,1,0,2,1,1,0,3,0,6
210,0,2,0,2,1,2,1,2,1,6
211,0,1,0,2,3,1,0,2,0,6
212,0,1,0,2,3,1,0,1,0,6
213,0,2,0,2,3,8,0,2,1,6
214,0,3,0,2,2,1,0,1,1,6
215,0,1,1,2,1,1,0,2,0,6
216,0,2,0,2,1,8,0,3,0,6
217,0,1,0,2,1,1,0,2,1,6
218,0,1,0,2,2,1,0,2,1,6
219,0,1,0,2,2,1,0,3,1,6
220,0,2,0,2,1,6,0,3,1,6
221,0,1,0,2,3,1,0,2,0,6
222,0,2,0,2,3,4,0,3,0,6
223,0,1,0,1,1,1,0,3,1,6
224,0,1,0,2,3,1,0,2,1,6
225,0,1,1,2,1,1,0,4,1,6
226,0,1,1,2,1,1,0,4,1,6
227,0,1,0,2,2,5,0,2,1,6
228,0,2,1,1,1,6,1,3,1,6
229,0,1,0,1,1,1,0,3,1,6
230,0,1,0,2,2,1,0,4,0,6
231,0,1,0,1,1,1,0,3,0,6
232,0,2,1,2,2,3,0,4,0,6
233,0,1,1,2,1,1,0,4,0,6
234,0,2,0,2,1,8,0,3,1,6
235,0,1,0,1,1,1,0,2,1,6
236,0,1,0,2,3,4,0,2,1,6
237,0,2,0,1,1,5,0,4,1,6
238,0,2,0,2,2,4,0,1,1,6
239,0,1,0,2,3,1,0,3,0,6
240,0,1,0,2,1,1,0,3,1,6
241,0,3,0,2,2,1,0,3,1,6
242,0,1,0,2,2,1,0,3,1,6
243,0,1,0,2,2,1,0,2,1,6
244,0,1,1,2,2,1,0,2,1,6
245,0,2,1,2,1,5,0,3,0,6
246,0,2,0,1,1,5,0,2,0,6
247,0,1,0,1,1,1,0,4,1,6
248,0,2,1,2,3,6,0,3,0,6
249,0,2,0,2,2,4,0,1,1,6
250,0,3,1,1,2,1,0,4,0,6
251,0,3,1,1,2,1,0,4,0,6
252,0,1,0,2,3,1,0,4,0,6
253,0,3,0,2,2,1,0,3,1,6
254,0,3,0,2,2,1,0,3,1,6
255,0,3,0,2,2,1,0,3,1,6
256,0,1,0,2,1,1,0,4,1,6
257,0,2,1,2,2,6,0,2,1,6
258,0,1,0,2,3,1,0,2,0,6
259,0,1,0,1,1,1,0,4,0,6
260,0,1,0,2,3,1,0,3,0,6
261,0,1,0,2,2,2,0,2,1,6
262,0,1,1,2,1,5,0,2,1,6
263,0,1,0,2,3,1,0,3,1,6
264,0,1,0,2,3,1,0,3,1,6
265,0,1,1,2,2,1,0,2,1,6
266,0,1,0,2,1,1,0,4,0,6
267,0,2,0,1,2,8,0,4,1,6
268,0,1,0,2,3,1,0,2,1,6
269,0,2,0,1,1,5,0,2,0,6
270,0,2,0,1,1,5,0,2,0,6
271,0,2,0,1,1,5,0,2,0,6
272,0,2,0,2,3,7,0,4,0,6
273,0,1,1,2,1,1,1,2,1,6
274,0,1,0,2,1,1,0,3,0,6
275,0,1,1,2,3,1,0,2,0,6
276,0,1,0,2,2,5,0,3,1,6
277,0,2,0,2,1,4,0,3,0,6
278,0,1,0,1,1,2,0,4,0,6
279,0,1,0,2,1,1,0,2,1,6
280,0,1,0,2,3,1,0,2,1,6
281,0,1,0,2,2,1,0,2,0,6
282,0,1,0,2,4,1,0,2,0,6
283,0,1,0,2,2,1,0,2,1,6
284,0,1,0,1,2,1,0,2,1,6
285,0,1,0,2,3,1,0,4,0,6
286,0,3,0,2,3,1,0,4,0,6
287,0,1,0,2,3,1,0,2,0,6
288,0,1,0,2,2,7,1,3,0,6
289,0,2,0,2,3,8,0,4,0,6
290,0,1,1,2,1,1,0,3,0,6
291,0,1,0,2,2,5,0,2,1,6
292,0,1,0,2,2,1,0,2,0,6
293,0,1,0,2,3,7,0,2,0,6
294,0,2,0,2,2,4,0,3,1,6
295,0,1,0,2,4,1,0,3,1,6
296,0,1,0,2,3,1,0,2,0,6
297,0,1,0,2,2,1,0,2,1,6
298,0,2,0,2,4,6,0,2,1,6
299,0,1,1,1,1,1,0,3,0,6
300,0,1,0,2,2,2,0,4,0,6
301,0,1,0,2,3,1,0,2,1,6
302,0,2,0,2,2,7,1,3,0,6
303,0,1,0,2,2,1,0,3,1,6
304,0,1,0,2,3,1,0,4,1,6
305,0,1,0,2,3,3,0,2,1,6
306,0,1,0,2,3,1,0,2,0,6
307,0,2,0,2,2,1,0,1,0,6
308,0,2,1,1,1,5,0,3,1,6
309,0,1,0,1,1,1,0,4,1,6
310,0,2,0,2,1,8,0,4,1,6
311,0,2,0,2,2,6,0,2,0,6
312,0,2,0,2,2,6,0,2,0,6
313,0,1,0,1,1,1,0,4,0,6
314,0,1,1,2,2,1,0,4,1,6
315,0,1,1,1,1,1,0,3,0,6
316,0,3,0,2,3,1,0,3,1,6
317,0,1,0,2,3,1,0,3,1,6
318,0,1,0,1,1,2,0,1,1,6
319,0,1,1,1,1,1,0,1,1,6
320,0,1,1,2,1,1,1,4,1,6
321,0,1,0,2,3,1,0,2,0,6
322,0,3,1,1,1,1,0,3,0,6
323,0,2,0,1,1,4,0,2,1,6
324,0,2,0,1,1,4,0,2,1,6
325,0,1,0,2,1,2,0,3,0,6
326,0,1,0,2,3,1,0,2,1,6
327,0,1,0,2,3,1,0,2,0,6
328,0,1,1,2,3,1,0,4,1,6
329,0,1,0,1,1,1,0,1,1,6
330,0,1,1,2,2,2,1,2,0,6
331,0,2,1,2,2,8,0,2,0,6
332,0,1,0,1,1,3,0,2,1,6
333,0,1,0,1,1,3,0,2,1,6
334,0,1,1,1,1,1,0,2,0,6
335,0,1,0,1,1,3,0,4,1,6
336,0,1,1,2,3,4,0,3,0,6
337,0,1,0,1,1,1,0,2,1,6
338,0,1,1,2,3,1,0,3,0,6
339,0,1,0,2,2,1,0,3,1,6
340,0,1,0,1,2,3,0,3,1,6
341,0,2,1,2,2,6,1,1,1,6
342,0,2,0,2,1,6,0,4,0,6
343,0,1,1,2,3,1,1,4,1,6
344,0,2,1,2,2,5,0,2,1,6
345,0,3,0,2,2,1,0,2,1,6
346,0,1,0,2,2,1,0,2,1,6
347,0,1,0,2,2,1,0,2,1,6
348,0,1,0,1,1,1,0,4,0,6
349,0,1,0,2,2,1,0,2,1,6
350,0,2,0,2,1,8,0,3,0,6
351,0,1,0,2,3,1,0,3,1,6
352,0,1,0,2,2,1,0,2,0,6
353,0,1,1,2,3,7,1,3,0,6
354,0,1,1,1,1,5,0,4,1,6
355,0,1,0,1,1,1,0,3,0,6
356,0,1,0,2,2,4,0,2,0,6
357,0,1,0,2,3,1,0,3,1,6
358,0,1,0,2,3,1,0,3,1,6
359,0,2,0,2,1,4,0,3,1,6
360,0,2,1,1,1,6,0,3,1,6
361,0,1,1,1,1,1,0,2,1,6
362,0,1,0,2,2,1,0,3,1,6
363,0,1,1,2,3,1,1,3,1,6
364,0,3,1,2,2,8,0,2,1,6
365,0,1,1,2,2,8,0,2,1,6
366,0,1,0,2,3,1,0,1,1,6
367,0,1,0,2,1,1,0,3,1,6
368,0,1,0,2,1,1,0,4,0,6
369,0,2,0,1,1,1,0,2,0,6
370,0,2,0,1,1,8,0,1,1,6
371,0,1,0,2,3,1,0,2,1,6
372,0,1,0,2,3,1,0,2,1,6
373,0,2,0,2,2,6,0,2,1,6
374,0,2,0,2,2,6,0,2,1,6
375,0,1,0,2,1,1,0,3,0,6
376,0,1,1,2,3,1,0,2,1,6
377,0,1,1,2,3,1,0,2,0,6
378,0,2,0,2,2,6,0,2,1,6
379,0,1,1,2,2,1,1,3,0,6
380,0,2,0,1,1,5,0,3,1,6
381,0,1,1,2,2,2,1,4,0,6
382,0,1,1,2,3,1,1,4,0,6
383,0,1,1,2,3,5,1,3,1,6
384,0,2,0,2,2,6,0,4,1,6
385,0,1,0,1,1,1,0,2,1,6
386,0,1,0,2,3,1,0,2,0,6
387,0,1,1,2,3,1,0,4,0,6
388,0,2,0,2,1,4,0,2,1,6
389,0,2,0,2,2,5,0,3,0,6
390,0,3,0,2,1,1,0,2,0,6
391,0,1,0,2,2,5,0,1,1,6
392,0,2,0,1,1,4,0,2,1,6
393,0,1,1,1,1,5,0,3,1,6
394,0,1,1,2,2,5,0,3,1,6
395,0,1,0,2,3,1,0,2,1,6
396,0,1,0,2,3,1,0,4,0,6
397,0,1,0,1,1,4,0,3,1,6
398,0,1,0,2,2,1,0,4,0,6
399,0,2,1,2,3,8,0,3,1,6
400,0,2,0,2,2,7,0,3,1,6
401,0,2,0,2,1,4,0,3,0,6
402,0,1,1,2,1,1,0,3,1,6
403,0,1,0,2,3,1,0,3,0,6
404,0,1,0,1,1,1,0,2,1,6
405,0,1,0,2,3,1,0,4,1,6
406,0,1,0,2,2,1,0,2,0,6
407,0,2,1,2,3,6,0,4,1,6
408,0,1,0,2,2,1,0,4,1,6
409,0,1,0,1,1,1,0,1,0,6
410,0,1,0,2,3,8,0,4,0,6
411,0,2,0,2,3,6,0,4,0,6
412,0,1,1,2,1,1,0,3,0,6
413,0,1,0,1,2,1,0,2,0,6
414,0,2,0,1,1,4,0,2,1,6
415,0,1,1,2,3,2,0,1,1,6
416,0,1,1,2,2,5,0,2,1,6
417,0,1,1,2,1,1,0,1,1,6
418,0,2,0,2,2,6,0,4,0,6
419,0,1,1,2,2,1,0,2,0,6
420,0,2,0,2,2,6,0,3,1,6
421,0,2,0,2,2,4,0,2,1,6
422,0,2,0,2,2,4,0,2,1,6
423,0,1,0,2,3,1,0,2,1,6
424,0,1,0,2,3,5,0,2,1,6
425,0,4,1,2,3,7,0,3,0,6
426,0,3,0,2,1,1,0,1,0,6
427,0,1,0,2,2,1,0,2,1,6
428,0,1,1,2,3,1,0,2,0,6
429,0,1,0,2,3,1,0,2,0,6
430,0,1,0,1,1,1,0,2,1,6
431,0,1,0,2,3,1,0,2,0,6
432,0,2,0,2,3,4,0,3,1,6
433,0,2,0,2,2,4,0,4,0,6
434,0,2,0,2,3,4,0,3,1,6
435,0,1,0,2,2,1,0,3,1,6
436,0,1,0,2,1,1,0,3,1,6
437,0,1,1,2,2,5,0,3,0,6
438,0,1,0,1,1,1,0,2,1,6
439,0,1,0,1,1,1,0,2,1,6
440,0,1,0,1,1,2,0,2,1,6
441,0,2,0,2,3,5,0,3,1,6
442,0,1,0,1,1,2,0,4,1,6
443,0,1,1,1,1,1,0,2,1,6
444,0,1,0,1,1,1,0,2,0,6
445,0,1,0,2,3,1,0,3,0,6
446,0,1,0,2,3,1,0,3,0,6
447,0,2,0,1,1,8,0,3,1,6
448,0,1,0,2,2,2,0,3,0,6
449,0,1,0,2,2,1,0,3,1,6
450,0,1,0,1,1,5,0,3,1,6
451,0,1,0,1,1,5,0,3,1,6
452,0,1,1,2,2,1,0,3,0,6
453,0,1,0,2,3,1,1,3,1,6
454,0,1,0,2,3,1,1,2,0,6
455,0,1,0,2,2,1,0,2,1,6
456,0,2,0,2,2,6,0,2,0,6
457,0,1,0,2,3,4,0,1,1,6
458,0,1,0,2,2,1,0,2,1,6
459,0,1,0,2,3,6,0,3,1,6
460,0,2,0,2,2,8,0,2,1,6
461,0,3,0,2,2,1,0,2,0,6
462,0,2,1,2,3,8,0,2,0,6
463,0,1,0,2,1,1,0,3,1,6
464,0,1,0,2,3,1,0,1,1,6
465,0,1,1,2,3,1,1,2,0,6
466,0,1,0,2,2,1,0,3,1,6
467,0,1,0,2,3,1,0,4,0,6
468,0,4,1,2,1,1,1,4,0,6
469,0,2,0,2,2,7,0,2,1,6
470,0,1,0,2,3,2,0,2,0,6
471,0,1,1,1,1,5,0,2,1,6
472,0,1,0,2,3,1,0,2,1,6
473,0,1,0,2,3,1,0,4,0,6
474,0,2,0,2,3,8,0,1,1,6
475,0,2,0,2,3,8,0,1,1,6
476,0,1,0,2,3,1,0,3,0,6
477,0,1,0,2,2,1,0,3,0,6
478,0,1,0,2,2,4,0,2,1,6
479,0,1,0,2,2,4,0,2,1,6
480,0,2,0,2,2,4,0,2,0,6
481,0,1,0,1,1,1,0,2,1,6
482,0,1,0,2,2,1,0,2,0,6
483,0,1,0,2,3,6,1,3,1,6
484,0,1,0,1,1,4,0,2,0,6
485,0,1,0,1,1,1,0,3,1,6
486,0,2,0,2,2,7,0,1,1,6
487,0,1,0,1,2,1,0,4,0,6
488,0,1,0,1,2,1,0,4,0,6
489,0,1,0,1,2,1,0,4,0,6
490,0,1,0,1,2,1,0,4,0,6
491,0,1,0,1,2,1,0,4,0,6
492,0,1,0,2,2,1,0,2,1,6
493,0,1,0,2,2,1,0,2,1,6
494,0,1,0,2,3,5,0,2,1,6
495,0,2,0,1,1,4,0,4,1,6
496,0,2,0,1,1,4,0,4,1,6
497,0,2,0,2,2,4,0,1,0,6
498,0,1,0,2,2,5,0,2,1,6
499,0,1,1,2,1,5,0,3,0,6
500,0,2,1,1,1,5,0,3,1,6
501,0,1,0,1,1,1,0,2,0,6
502,0,1,1,1,2,2,0,3,0,6
503,0,1,1,1,2,2,0,3,0,6
504,0,1,1,1,2,2,0,3,0,6
505,0,2,0,1,1,4,0,3,1,6
506,0,1,0,2,4,2,0,4,1,6
507,0,3,0,1,1,5,0,4,1,6
508,0,1,1,2,2,5,0,2,1,6
509,0,1,0,2,2,1,1,2,0,6
510,0,1,1,2,3,1,1,2,0,6
511,0,1,1,2,3,4,0,2,0,6
512,0,1,0,2,2,1,0,2,1,6
513,0,1,0,2,3,1,0,4,0,6
514,0,1,0,2,2,1,0,3,1,6
515,0,1,0,2,2,2,0,3,1,6
516,0,1,0,2,2,1,0,2,1,6
517,0,2,0,2,1,6,0,2,0,6
518,0,1,0,2,4,1,0,2,1,6
519,0,1,0,2,1,1,0,4,1,6
520,0,1,0,1,1,1,0,2,0,6
521,0,2,1,2,3,4,0,2,1,6
522,0,1,1,2,3,5,1,4,1,6
523,0,1,0,2,3,1,0,4,0,6
524,0,1,0,2,1,1,0,2,1,6
525,0,2,1,1,1,4,0,4,0,6
526,0,1,0,2,2,1,0,3,1,6
527,0,1,1,1,2,1,0,2,0,6
528,0,1,1,1,2,1,0,2,0,6
529,0,1,0,1,1,1,0,3,1,6
530,0,2,0,2,2,4,0,3,1,6
531,0,1,0,2,3,1,1,1,0,6
532,0,1,0,2,1,1,0,3,1,6
533,0,1,0,2,3,4,0,4,0,6
534,0,2,0,2,2,7,0,2,1,6
535,0,1,0,1,1,1,0,3,0,6
536,0,1,0,1,1,7,0,2,0,6
537,0,1,0,2,4,1,0,3,1,6
538,0,1,0,2,1,1,0,2,1,6
539,0,1,0,1,1,1,0,2,1,6
540,0,1,0,1,1,1,0,2,0,6
541,0,1,0,1,1,1,0,3,1,6
542,0,2,0,2,2,4,0,3,1,6
543,0,2,0,2,3,7,0,4,0,6
544,0,1,0,2,1,1,0,2,1,6
545,0,1,0,2,1,1,0,4,0,6
546,0,1,1,2,3,1,0,4,1,6
547,0,1,1,2,3,1,0,4,1,6
548,0,1,1,1,1,1,0,2,1,6
549,0,2,0,2,1,4,1,2,0,6
550,0,2,0,2,1,4,0,4,0,6
551,0,1,0,2,3,1,0,2,1,6
552,0,1,1,2,2,1,0,3,1,6
553,0,1,0,2,1,1,0,4,0,6
554,0,1,0,2,2,1,0,4,1,6
555,0,1,0,2,3,1,0,4,0,6
556,0,1,0,2,3,1,0,3,0,6
557,0,1,0,1,1,1,0,3,1,6
558,0,1,0,2,1,6,0,2,0,6
559,0,1,1,1,1,1,0,3,1,6
560,0,1,0,2,2,1,0,3,1,6
561,0,3,0,2,2,1,0,3,1,6
562,0,1,1,2,3,1,0,4,1,6
563,0,1,0,2,2,1,0,2,1,6
564,0,2,0,1,1,3,0,2,1,6
565,0,1,0,1,1,2,0,2,0,6
566,0,1,0,2,2,1,0,4,1,6
567,0,1,0,2,1,1,0,2,0,6
568,0,1,0,1,1,2,0,2,0,6
569,0,1,0,2,3,7,0,2,0,6
570,0,1,0,2,2,1,0,2,1,6
571,0,1,0,2,3,2,0,4,0,6
572,0,1,0,2,1,1,0,4,0,6
573,0,3,1,1,1,2,0,4,0,6
574,0,1,1,1,1,2,0,4,0,6
575,0,1,0,2,3,1,0,3,1,6
576,0,3,0,2,3,1,0,3,1,6
577,0,1,0,2,2,1,0,4,0,6
578,0,2,0,2,1,6,0,4,1,6
579,0,2,0,2,4,4,0,2,1,6
580,0,1,0,1,1,1,0,2,1,6
581,0,1,0,2,2,1,0,3,1,6
582,0,1,0,2,2,1,0,2,1,6
583,0,1,1,2,2,1,1,3,1,6
584,0,1,0,2,2,1,0,3,0,6
585,0,1,0,1,2,1,1,2,1,6
586,0,2,0,2,2,1,0,3,1,6
587,0,2,1,2,2,1,0,3,1,6
588,0,1,0,2,2,1,0,4,1,6
589,0,3,1,2,2,1,0,2,1,6
590,0,3,1,2,2,1,0,2,1,6
591,0,3,1,2,2,1,0,2,1,6
592,0,3,1,2,2,1,0,2,1,6
593,0,3,1,2,2,1,0,2,1,6
594,0,3,1,2,2,1,0,2,1,6
595,0,3,1,2,2,1,0,2,1,6
596,0,3,1,2,2,1,0,2,1,6
597,0,3,1,2,2,1,0,2,1,6
598,0,2,0,1,1,5,0,1,0,6
599,0,1,0,2,2,4,0,3,0,6
600,0,1,0,2,2,4,0,3,0,6
601,0,1,0,2,2,1,0,3,1,6
602,0,1,0,1,1,1,0,2,1,6
603,0,1,0,2,3,5,0,4,0,6
604,0,1,1,2,1,1,0,3,1,6
605,0,1,0,2,3,1,0,3,0,6
606,0,1,0,2,2,1,0,4,1,6
607,0,1,0,2,1,1,0,2,1,6
608,0,1,0,2,1,1,0,4,1,6
609,0,2,0,2,2,7,0,2,1,6
610,0,1,0,2,2,1,0,2,1,6
611,0,1,1,2,2,1,0,4,0,6
612,0,2,0,1,1,8,0,3,1,6
613,0,1,1,2,2,1,0,3,1,6
614,0,2,1,1,1,2,0,4,1,6
615,0,1,1,2,2,1,0,3,1,6
616,0,2,0,1,2,4,0,2,1,6
617,0,1,0,2,1,1,0,3,0,6
618,0,1,0,1,1,1,0,2,0,6
619,0,3,1,2,2,1,0,3,0,6
620,0,1,0,1,1,1,0,3,1,6
621,0,2,1,2,3,1,0,3,0,6
622,0,1,0,2,2,1,0,3,0,6
623,0,2,0,2,2,3,0,2,0,6
624,0,2,0,2,4,6,0,3,0,6
625,0,1,0,2,2,1,0,2,1,6
626,0,2,0,2,3,8,0,3,0,6
627,0,1,0,2,3,1,0,3,1,6
628,0,2,0,1,1,8,0,3,1,6
629,0,1,0,2,2,1,0,3,0,6
630,0,1,1,1,1,1,0,3,1,6
